label,orb_avg_0,orb_avg_1,orb_avg_2,orb_avg_3,orb_avg_4,orb_avg_5,orb_avg_6,orb_avg_7,orb_avg_8,orb_avg_9,orb_avg_10,orb_avg_11,orb_avg_12,orb_avg_13,orb_avg_14,orb_avg_15,orb_avg_16,orb_avg_17,orb_avg_18,orb_avg_19,orb_avg_20,orb_avg_21,orb_avg_22,orb_avg_23,orb_avg_24,orb_avg_25,orb_avg_26,orb_avg_27,orb_avg_28,orb_avg_29,orb_avg_30,orb_avg_31
1F6N,104.292,136.746,136.066,145.704,140.99,130.482,138.704,141.132,123.974,128.678,147.492,111.572,144.584,138.696,116.1,108.026,144.18,141.37,129.472,122.314,131.16,140.612,126.944,143.074,148.414,157.432,118.088,122.888,134.684,142.65,129.442,142.988
1F6N,103.842,134.354,134.28,143.032,138.012,132.538,136.842,144.768,124.666,125.544,145.0,112.626,142.548,136.746,117.4,107.078,142.954,143.398,131.132,123.394,129.89,144.86,130.37,137.578,145.216,159.332,117.5,123.032,134.092,143.68,130.026,140.852
1F6N,102.05,134.844,133.134,141.49,138.388,129.756,138.384,142.308,123.088,126.884,149.232,110.908,146.152,137.32,115.926,108.368,140.556,141.876,127.676,122.6,128.888,141.85,129.482,137.98,146.456,157.182,116.378,120.708,135.228,142.266,129.306,142.632
1F6N,97.368,146.106,128.646,140.122,146.812,141.354,140.23,157.194,125.598,125.89,138.964,112.074,139.532,163.108,119.522,112.526,153.526,140.334,133.288,122.4,130.644,132.43,143.096,155.744,132.772,135.992,121.77,129.696,125.59,126.452,138.526,141.292
1F6N,98.456,130.0,130.372,139.35,135.752,130.006,135.242,138.676,119.536,121.208,144.614,106.156,142.276,134.454,112.03,100.33,140.886,138.074,128.22,117.64,122.916,139.308,125.834,134.914,142.312,153.78,115.198,115.696,134.93,137.434,129.748,137.884
1F6N,121.568,133.878,126.592,136.082,124.376,126.516,115.192,134.19,124.45,130.632,136.536,112.796,133.56,129.938,109.514,113.458,127.136,142.058,132.456,118.68,117.592,128.882,136.356,120.454,154.084,157.154,109.444,114.736,122.064,129.48,122.426,121.21
1F6N,107.098,132.036,130.742,139.404,135.366,132.676,135.222,138.196,124.698,123.906,146.838,112.166,143.152,136.146,112.566,107.458,136.562,146.318,127.694,117.722,129.47,145.468,135.194,131.45,147.058,158.748,113.654,119.014,130.08,142.632,132.702,136.868
1F6N,102.434,136.072,132.182,153.53,134.99,132.42,139.444,144.712,122.766,119.624,145.886,110.892,137.954,137.934,119.72,107.714,152.28,139.5,127.95,123.61,133.564,141.008,126.506,150.432,146.902,158.81,123.38,128.49,127.632,138.762,129.596,142.056
1F6N,119.736,133.14,128.124,143.042,128.868,130.384,119.22,133.962,124.914,130.878,133.65,119.198,135.74,128.93,114.042,116.21,129.32,143.374,128.154,120.534,121.056,130.31,133.852,131.746,154.23,154.912,117.954,118.952,122.56,132.502,123.534,125.374
1F6N,91.112,140.632,118.632,146.816,142.098,147.454,146.86,148.402,117.316,111.966,143.268,106.116,134.822,159.792,113.568,110.352,156.998,132.242,125.558,126.118,129.078,139.408,120.634,168.604,129.798,131.72,126.194,134.758,120.926,119.47,141.078,141.522
1F6N,122.382,134.994,131.152,137.658,128.196,128.024,117.97,136.008,130.128,129.708,141.658,112.57,136.098,133.884,111.862,115.428,125.4,147.886,130.718,120.634,120.568,136.108,140.23,120.894,152.938,156.13,113.234,119.22,126.778,132.568,123.566,122.77
1F6N,98.82,142.906,128.182,133.166,146.868,145.58,136.826,152.952,125.152,125.408,139.036,111.572,138.974,158.452,116.6,110.642,149.104,138.602,134.94,118.008,127.544,130.702,143.34,148.254,133.346,134.664,117.484,126.724,127.81,123.368,135.3,141.616
1F6N,101.242,135.404,133.854,141.878,140.376,129.476,138.648,144.516,122.106,128.732,149.178,112.034,147.674,137.266,117.486,107.64,140.758,141.294,127.118,122.196,127.594,142.486,130.438,137.824,146.488,157.078,116.574,122.056,134.32,141.734,130.728,142.392
1F6N,101.08,134.75,133.532,141.004,140.22,133.136,138.48,143.07,121.716,124.362,145.274,114.786,142.83,136.22,116.272,108.384,149.64,141.986,130.456,118.758,130.078,143.672,129.334,140.798,143.25,151.492,118.37,125.334,133.452,137.788,133.38,143.224
1F6N,115.802,134.432,127.244,150.806,128.472,128.554,128.164,134.654,119.424,119.632,137.306,117.18,134.268,139.902,116.574,118.894,138.868,138.418,121.29,127.032,127.232,128.816,131.658,140.588,145.796,151.862,129.164,123.034,115.532,130.724,130.32,130.844
1F6N,102.81,132.366,133.264,140.206,137.972,127.92,139.174,141.074,122.608,129.398,146.9,111.684,148.568,137.1,114.06,106.732,137.862,140.704,127.218,119.926,130.514,143.418,129.558,136.49,145.066,157.546,115.032,119.99,136.976,141.62,129.482,141.426
1F6N,102.336,144.296,128.692,135.622,148.22,146.864,134.84,155.21,127.208,123.428,138.856,109.976,143.792,161.172,117.168,112.936,148.03,138.932,133.592,115.84,127.24,126.966,143.45,145.612,137.13,139.18,113.856,122.86,130.312,125.598,136.614,139.78
1F6N,95.56,140.916,124.946,134.02,145.0,141.404,136.932,152.238,125.666,124.306,139.42,108.856,138.536,158.268,114.836,107.87,149.344,137.45,132.306,116.176,123.776,131.364,143.276,147.89,132.108,134.342,115.396,126.246,125.442,122.162,132.26,142.39
1F6N,97.782,144.79,130.516,136.836,149.72,140.746,137.526,155.432,124.222,124.858,136.958,108.406,141.212,160.312,121.018,108.674,147.192,139.272,132.142,118.486,128.69,135.422,139.814,144.1,133.714,139.01,116.512,123.798,128.308,130.364,133.072,140.968
1F6N,101.178,133.098,127.048,140.328,138.266,133.748,140.646,138.708,122.11,127.164,146.4,107.294,150.34,131.268,111.408,108.32,144.028,141.484,130.282,114.618,129.87,148.832,133.49,136.232,149.328,160.636,111.596,120.756,134.648,137.716,131.238,140.252
1F6N,122.238,137.094,126.688,134.796,127.196,129.864,116.238,136.004,127.744,130.684,137.982,114.494,138.152,129.502,113.138,116.76,126.828,144.718,131.198,120.858,119.48,130.804,137.838,121.034,152.504,158.512,108.506,116.178,126.22,132.246,125.25,122.788
1F6N,91.372,139.864,113.74,151.792,141.844,143.718,147.16,150.506,113.728,104.84,142.256,104.02,133.68,158.244,111.818,114.506,158.536,130.018,122.47,127.878,124.78,142.128,113.112,177.436,126.894,129.736,129.812,137.634,113.232,115.99,140.412,141.752
1F6N,118.53,136.188,126.882,133.238,128.386,127.58,118.148,140.88,127.872,131.276,143.46,114.422,137.482,132.802,113.914,116.23,127.806,145.614,133.432,118.854,119.276,133.756,138.906,116.05,150.668,153.04,108.77,115.664,126.048,132.042,122.338,126.084
1F6N,100.59,144.536,127.754,131.228,150.362,142.156,139.626,158.588,128.89,122.868,141.522,106.126,139.412,160.828,115.992,113.154,148.822,138.94,133.766,113.87,129.634,132.034,143.008,145.332,136.972,141.718,114.44,125.028,128.484,126.152,133.338,140.494
1F6N,102.828,137.958,135.732,141.092,141.302,129.718,138.996,144.652,124.286,129.452,150.054,113.442,147.328,138.95,117.508,109.114,142.82,141.524,129.628,122.054,132.082,143.12,129.44,138.556,145.052,157.324,116.83,122.464,138.354,142.88,132.464,142.884
1F6N,95.298,142.078,127.124,133.196,145.02,141.886,135.568,153.518,123.336,124.628,137.922,109.552,139.44,157.898,115.636,107.406,150.94,135.4,133.72,114.702,125.668,130.078,142.466,147.422,133.282,135.734,115.276,125.014,125.336,121.088,134.398,141.572
1F6N,100.942,146.066,125.874,136.448,149.284,143.172,137.036,154.514,129.474,124.87,140.276,104.662,139.572,160.402,117.136,111.008,150.848,139.94,135.08,114.718,126.25,129.692,143.972,148.468,136.288,142.358,116.098,123.558,126.128,128.428,137.396,139.74
1F6N,121.578,136.722,126.164,134.724,129.176,128.064,117.41,137.176,126.91,130.746,137.786,115.08,138.124,128.936,112.664,116.698,126.974,144.294,132.22,119.688,120.936,131.344,138.952,120.426,153.716,158.386,109.048,117.236,125.548,132.634,126.594,122.128
1F6N,123.218,134.868,129.332,137.094,126.38,129.132,118.218,137.388,125.018,131.878,136.202,115.184,137.538,129.13,114.42,114.386,127.746,143.442,129.858,121.684,120.616,131.316,138.104,123.364,152.986,155.58,111.554,117.726,126.918,135.07,123.88,122.052
1F6N,120.088,134.538,124.134,138.316,129.264,129.118,117.356,139.13,125.776,131.144,138.08,112.178,140.96,132.72,115.222,112.948,129.304,147.58,129.652,119.59,118.632,133.604,140.972,124.456,155.114,157.49,113.372,118.338,121.654,130.202,124.858,123.972
1F6N,123.424,135.742,126.424,135.636,129.636,129.842,116.908,137.68,126.614,130.208,138.362,116.502,137.81,128.092,112.04,118.194,127.374,143.804,130.568,120.15,119.592,133.474,137.6,119.7,152.554,157.582,109.67,116.024,124.862,133.438,125.6,123.738
